name,age,age_group,country,handedness,home_location_type,sleep,sleep_group,tertiary_qualifications
Tanya Perkins,40,4,1,2,1,10.0,3,1
Michael Case,67,6,1,1,2,8.5,2,2
Eric Kline,43,4,3,1,1,11.0,3,1
Lawrence Nguyen,44,4,2,1,2,5.0,1,1
Adrian Morrow,70,7,2,1,1,4.0,1,2
Debra Barnes,25,2,1,1,2,7.0,2,2
Theresa Stone,29,2,1,1,1,6.0,1,1
Christina Hensley,14,1,3,1,3,8.5,2,1
Cheryl Brown,10,1,1,1,2,8.0,2,1
Matthew Shields,9,1,2,3,1,10.0,3,1
Carol Gonzalez,38,3,2,1,1,8.0,2,2
Andrea Bennett,36,3,3,1,1,4.0,1,1
Sarah Bryant,10,1,4,1,1,8.5,2,1
Willie Bennett,17,1,1,3,2,8.0,2,1
Aimee Williams,8,1,1,1,1,8.0,2,1
Emily Golden,80,8,3,1,3,5.5,1,1
Kevin Barr,82,8,4,1,1,7.0,2,3
Diane Ware,44,4,4,2,2,5.5,1,2
Billy Craig,99,8,4,2,2,6.5,1,1
Dana Rodriguez,19,1,3,1,2,6.0,1,1
Andrew Morton,50,5,1,1,1,9.0,3,1
Chelsey Zimmerman,98,8,4,1,3,9.5,3,1
Daniel Saunders,52,5,2,1,2,9.0,3,1
Victoria Mendoza PhD,21,2,3,1,3,5.5,1,1
Sean Cardenas,12,1,3,1,1,9.5,3,1
Lisa Clarke,80,8,1,1,1,6.0,1,1
Eric Riley,32,3,1,1,1,5.5,1,1
Jennifer Nelson,31,3,1,2,3,5.5,1,2
Derek Smith,13,1,4,1,2,6.5,1,1
Robert Mccormick,53,5,1,3,1,10.0,3,3
Michael White,36,3,4,1,1,6.5,1,1
Elizabeth Mullins,40,4,3,1,1,6.5,1,2
Fred Goodwin,56,5,3,3,1,7.5,2,1
Nathaniel Petersen,63,6,3,1,2,8.5,2,2
Lisa Norris,86,8,2,1,1,8.5,2,1
Tracy Carson,42,4,4,1,3,8.5,2,1
Carla Boyd,94,8,2,1,1,6.0,1,1
Amy Hale,34,3,1,1,1,8.5,2,1
Laura Reed,29,2,1,1,3,6.0,1,1
Steven Sullivan,70,7,4,1,1,6.5,1,1
Dylan Harrington,24,2,2,2,1,9.0,3,1
Julie Allen,44,4,1,1,2,7.0,2,1
David Sanders,78,7,3,2,3,5.5,1,1
Dr. Suzanne Morris,47,4,4,2,1,9.0,3,1
Carmen Hall,86,8,4,1,1,6.0,1,3
Barbara Hernandez,78,7,2,1,2,9.0,3,1
Devin Patterson,81,8,2,1,2,8.0,2,1
Robert Bennett,99,8,2,1,2,9.0,3,1
John Oconnor,27,2,2,1,1,8.5,2,2
Susan Harper,35,3,1,1,1,8.0,2,1
Morgan Leonard,48,4,1,2,1,7.0,2,1
Alison Stewart,8,1,3,1,3,10.5,3,1
Kenneth Walters,30,3,1,2,2,9.5,3,1
Amy Davis,31,3,1,1,1,7.0,2,1
Justin Bird,47,4,4,1,1,6.0,1,1
Michelle Contreras,22,2,1,3,3,10.5,3,1
Alexandra Nichols,43,4,1,1,2,4.5,1,1
Andrew Casey,40,4,1,1,2,8.0,2,1
Michael Tran,45,4,1,1,1,10.0,3,1
Robert Salinas,8,1,2,2,1,8.0,2,1
Marcus Montgomery,18,1,1,1,3,6.5,1,1
Ryan Perry,10,1,4,1,1,9.5,3,1
Carlos Rogers,45,4,1,1,2,7.0,2,2
Thomas White,17,1,2,1,1,8.5,2,1
Mrs. Cynthia Rhodes,37,3,1,1,3,7.5,2,1
Eric Santiago,59,5,2,1,1,7.5,2,2
Justin Davenport,41,4,1,1,1,6.0,1,1
Damon Holland,10,1,1,1,2,7.0,2,1
Lynn Esparza,8,1,3,2,1,8.0,2,1
Melinda Larsen,56,5,1,1,1,6.5,1,1
Emily Rodriguez,8,1,1,2,2,9.0,3,1
Amanda Schmidt,53,5,1,1,1,9.0,3,1
Elizabeth Allen,96,8,4,1,2,4.5,1,1
David Bryant,63,6,1,3,1,7.0,2,1
Lynn Forbes,78,7,2,1,1,8.5,2,1
Tara Bradley,15,1,4,1,2,7.5,2,1
Nancy Pierce,20,2,1,2,1,10.0,3,1
Melanie Thompson,68,6,3,1,1,10.0,3,2
Amy Douglas,16,1,4,1,1,7.0,2,1
Patrick Wright,8,1,3,1,1,9.0,3,1
Joseph Rhodes,53,5,2,1,1,6.5,1,1
Erin Hardy,29,2,1,1,1,6.0,1,1
Robert Anderson,46,4,2,1,2,7.5,2,1
Caitlin Sanchez,75,7,2,1,1,8.0,2,1
Jason Lewis,84,8,4,1,2,6.0,1,1
Annette Graves,56,5,2,1,1,6.5,1,2
April Contreras,17,1,1,1,3,8.5,2,1
Jerome Butler,19,1,2,1,2,7.5,2,1
Joseph Burnett,22,2,1,3,1,8.0,2,1
Emily Clark,76,7,2,1,3,5.5,1,1
Mark Gomez,80,8,2,2,2,8.0,2,1
Brent Wright,47,4,1,3,3,4.5,1,1
Scott Tran,16,1,2,1,2,6.5,1,1
Jonathan Terrell,20,2,1,2,1,8.5,2,1
Andrew May,18,1,1,1,1,7.5,2,1
Patrick Moran,30,3,1,1,1,8.0,2,1
Dana Cobb,25,2,1,2,2,8.5,2,1
William Young,34,3,1,1,2,7.0,2,1
James Flores,45,4,1,1,1,11.5,3,1
Stephen Allen,88,8,1,2,2,6.0,1,1
Tammy Hendricks,40,4,1,1,3,10.0,3,2
Jessica Martin,47,4,3,1,3,5.5,1,2
Rhonda Brooks,38,3,1,1,1,5.5,1,1
Zachary Carter,34,3,3,1,3,6.5,1,1
Dr. Melissa Perez DVM,96,8,1,1,2,7.5,2,1
Joseph Kim,10,1,3,1,3,6.0,1,1
Lisa Scott,73,7,1,1,2,7.5,2,1
Allen Ward,20,2,1,1,1,5.0,1,1
Shane Johnson,27,2,2,1,3,9.5,3,1
Joe Butler,71,7,2,1,1,7.5,2,2
Jennifer Alexander,84,8,2,1,2,7.5,2,1
Stacy Hebert,46,4,4,1,3,5.5,1,1
Michael Fuentes,10,1,1,1,1,10.0,3,1
Lisa Duran,66,6,2,1,1,5.5,1,1
Billy Hines,63,6,2,1,1,9.5,3,1
Mary Bowman,34,3,1,1,3,10.0,3,2
Andrew Archer,26,2,3,1,1,12.5,3,2
Christopher Campbell,49,4,1,3,1,8.5,2,1
Suzanne Hansen,75,7,4,1,1,4.0,1,1
Randy James,14,1,3,2,1,5.0,1,1
Edward Brown,46,4,3,1,2,7.0,2,1
Katherine Huff,77,7,3,1,1,5.0,1,1
Aaron Sims,89,8,2,1,1,7.0,2,2
William Freeman,74,7,1,1,1,6.5,1,3
James Cross,48,4,2,2,1,8.5,2,1
Mario Serrano,10,1,1,1,1,9.5,3,1
Walter Cox,40,4,1,1,3,8.0,2,1
Jerry Hanson,72,7,2,1,1,6.0,1,1
Robin Ellis,60,6,1,1,1,6.0,1,2
James Young,9,1,1,1,2,6.0,1,1
Justin Silva,11,1,2,2,2,6.5,1,1
Anna Huang,14,1,4,2,1,8.5,2,1
Robert Manning,67,6,2,2,1,5.5,1,2
Kyle Baker,38,3,3,1,2,8.0,2,1
Erik Foley,34,3,3,1,2,3.5,1,1
Michael Watson,53,5,1,1,3,8.0,2,1
Desiree Baker,67,6,4,1,2,7.0,2,1
Chad Davis,56,5,2,1,2,7.0,2,1
Michael Douglas,87,8,1,1,1,7.0,2,2
Bradley Rowland DVM,45,4,1,1,1,8.0,2,1
Chad Reyes,26,2,3,2,3,3.0,1,1
Amy Hughes,35,3,4,1,1,7.0,2,1
Heather Huff,87,8,3,1,3,8.0,2,1
April Yoder,60,6,1,3,3,5.5,1,1
April Sanchez,21,2,1,1,1,7.5,2,2
Spencer Santiago,42,4,1,1,1,8.0,2,3
Christine Cruz,46,4,1,1,3,4.5,1,1
William Walters,12,1,1,1,1,11.0,3,1
Micheal Ward,50,5,4,1,2,6.5,1,2
Michael Copeland,95,8,2,2,3,7.0,2,1
Dr. Michele Oliver,46,4,3,1,1,8.0,2,1
Diana Cruz,36,3,4,1,1,6.5,1,1
Allen Glenn,63,6,1,1,1,7.0,2,1
Jon Richardson,45,4,2,2,1,6.0,1,1
Erin Dickson,36,3,2,1,1,8.5,2,1
Jeremy Davis,64,6,3,2,2,7.0,2,1
Andrea Small,17,1,2,2,2,6.0,1,1
Alison Woodward,59,5,1,2,3,7.0,2,2
Emily Graham,18,1,1,1,2,7.5,2,1
Kayla Barnett,76,7,4,1,1,7.5,2,1
Nicole Williams,84,8,4,1,2,4.5,1,2
Joshua Lopez,32,3,1,1,2,4.5,1,2
Donald Lam,31,3,1,1,2,5.0,1,1
Melanie Patel,84,8,1,1,1,9.0,3,1
Dwayne Howe,99,8,1,1,1,8.5,2,1
Jeffrey Vasquez,51,5,1,1,1,8.5,2,2
Timothy Gaines,48,4,2,2,1,6.0,1,2
Kimberly Clark,79,7,1,1,1,8.5,2,1
Jonathon Wright,76,7,2,2,1,7.5,2,2
Wanda Steele,19,1,4,1,1,5.0,1,1
Angela Armstrong,44,4,1,1,3,7.0,2,1
Jennifer Stewart,74,7,4,2,3,5.5,1,1
Stacy Flores,11,1,2,1,1,8.5,2,1
James Burke,64,6,1,1,1,4.5,1,1
Christine Brewer,15,1,3,1,2,6.0,1,1
Patrick Morrison,16,1,2,2,1,9.0,3,1
Frederick Berry,37,3,2,2,1,7.5,2,2
Michelle Anderson,52,5,1,1,2,4.0,1,3
Daniel Marsh,35,3,2,1,1,5.5,1,1
Travis Little,42,4,2,1,2,7.5,2,3
Donald Horn,53,5,3,1,1,6.0,1,2
Daniel Hanson,87,8,3,1,1,9.5,3,1
Ann Moore,34,3,1,1,3,8.5,2,2
John Allison,57,5,4,1,2,7.5,2,1
Maxwell Martinez,40,4,2,1,1,10.5,3,1
Arthur Clark,86,8,1,1,2,9.5,3,1
Danielle Francis,74,7,1,1,2,8.5,2,1
Bradley Rivera,27,2,4,1,2,10.0,3,2
Chris Tucker,44,4,2,1,1,9.0,3,2
James Glenn,63,6,2,3,3,4.5,1,1
Christopher Brown,46,4,3,2,2,9.0,3,1
Angela Kelly,32,3,2,1,2,11.5,3,1
Michael Carroll,15,1,1,3,3,5.0,1,1
Shawn Rodriguez,21,2,1,1,1,5.0,1,1
Cheryl Madden,35,3,1,1,1,6.0,1,2
Tyler Mcintyre,35,3,1,1,1,7.5,2,1
Mrs. Catherine Mercado DDS,55,5,2,1,3,6.5,1,2
Joshua Knight,23,2,1,1,2,8.0,2,1
Juan Stewart,16,1,1,1,1,6.5,1,1
Sean Thomas,13,1,1,2,3,9.0,3,1
David Rodriguez,41,4,2,1,1,8.5,2,2
Eric Stevens,23,2,2,1,1,9.0,3,2
Melissa Jones,99,8,3,1,1,8.0,2,1
Diane Delgado,94,8,3,1,3,6.0,1,1
Andrew Gonzalez,27,2,2,3,2,9.0,3,1
Jo Jimenez,56,5,4,1,2,6.5,1,2
Holly Jones,25,2,3,1,1,7.0,2,1
Jeffrey Maldonado,13,1,1,1,1,6.5,1,1
Bradley Carrillo,31,3,4,1,3,5.5,1,1
Jo Myers,42,4,3,1,1,9.0,3,2
Natalie Williamson,58,5,1,2,1,7.5,2,1
Mr. Jonathan Howard,20,2,1,1,2,5.0,1,1
Colleen Jennings,9,1,2,1,1,7.5,2,1
David Robertson,48,4,1,1,1,7.5,2,1
Elaine Morales,15,1,3,2,1,8.5,2,1
Crystal Murphy,57,5,2,1,2,8.0,2,1
John Terry,67,6,2,1,1,6.5,1,1
Margaret Hicks,54,5,4,1,2,10.5,3,1
Holly Chapman,60,6,1,1,3,10.5,3,1
Joshua Harris,14,1,2,2,3,9.0,3,1
Kristin Owens,44,4,2,1,2,3.5,1,1
Matthew Schmidt,14,1,1,2,2,9.0,3,1
Stacy Woods,9,1,3,2,3,9.5,3,1
Cassie Jones,21,2,2,1,1,8.0,2,2
Joshua Simpson,87,8,1,1,1,6.5,1,2
Valerie Gonzalez,51,5,1,2,3,7.5,2,3
Jennifer Burke,10,1,2,1,2,6.0,1,1
Katherine Smith,69,6,1,1,1,7.0,2,1
Andrew Fletcher,17,1,1,1,1,9.0,3,1
Catherine Tanner,28,2,4,1,2,8.5,2,1
David Nguyen,29,2,4,2,2,3.0,1,1
John English,32,3,3,1,3,8.0,2,1
William Carter,54,5,1,1,1,7.0,2,1
Jose King,9,1,4,1,3,7.5,2,1
Scott Gallagher,18,1,1,1,2,7.5,2,1
Dale Moran,89,8,3,1,3,6.0,1,1
Douglas Short,89,8,2,1,1,6.0,1,2
Robert Fischer,67,6,2,1,1,7.5,2,1
Sue Edwards,68,6,1,1,1,7.0,2,1
Brenda Palmer,83,8,3,1,1,8.5,2,1
Michael Mccullough,76,7,2,2,1,7.0,2,1
Jimmy Murphy,88,8,2,2,2,6.0,1,1
Andrea Webb,51,5,4,1,3,7.0,2,1
Ricardo Lucero,34,3,1,2,1,6.5,1,1
Carl Waller,50,5,1,1,1,9.5,3,1
Jessica Mercer,17,1,2,1,1,6.5,1,1
Devon Ramsey,78,7,3,1,2,9.5,3,1
Ashley Carter,37,3,4,1,1,8.0,2,1
Jeremy Harper,78,7,1,1,1,5.0,1,1
Sarah Johnson,23,2,1,1,1,8.5,2,1
Sean Archer,28,2,1,1,1,7.5,2,1
Thomas Brown,39,3,2,1,2,11.0,3,1
Shawn Gonzalez,42,4,2,1,1,8.0,2,1
Nathan Hebert,28,2,1,1,1,4.0,1,1
Brandy King,36,3,1,1,1,6.5,1,2
Christian Edwards,8,1,1,1,1,7.0,2,1
Kimberly Evans,37,3,1,1,1,7.5,2,1
Paul Gonzales,12,1,1,1,1,7.0,2,1
Nicole Forbes,29,2,1,2,1,9.0,3,1
Penny Carlson,14,1,1,2,1,9.5,3,1
Gary Wiggins,84,8,4,1,2,7.0,2,1
Daniel Collins,95,8,2,1,3,8.5,2,3
Cheryl Thomas,63,6,3,3,1,7.0,2,1
Philip Johnson,46,4,4,1,3,8.5,2,2
Nicholas Duarte,48,4,1,1,1,7.0,2,2
Jessica Holloway,25,2,1,1,1,7.0,2,1
Lisa Ingram,18,1,2,1,1,11.0,3,1
Juan Baldwin,80,8,3,1,2,8.5,2,3
Greg Andrews,17,1,2,2,1,10.0,3,1
Scott Griffin,18,1,1,2,3,10.0,3,1
Melissa Oliver,43,4,1,1,1,7.0,2,1
Kylie Davis MD,59,5,1,2,1,10.5,3,1
Amy Warren,53,5,2,1,1,8.0,2,1
Robert Navarro,45,4,1,1,1,9.5,3,1
Gregg Miller,27,2,1,1,2,9.5,3,1
Jennifer Nguyen,21,2,3,1,1,7.0,2,1
Erin Davis MD,24,2,1,3,3,10.0,3,1
Paul Flores,33,3,2,1,1,9.5,3,1
Kenneth Clark,40,4,1,2,3,9.0,3,1
Nancy Sloan,50,5,3,1,2,5.5,1,1
Ashley Quinn,53,5,2,2,1,7.0,2,2
Valerie Marsh,45,4,1,1,3,8.5,2,3
Stephanie Ortiz,34,3,1,1,1,8.0,2,1
Kristopher Lee,11,1,1,2,2,5.0,1,1
Nicholas Velez,45,4,1,1,2,4.0,1,2
Amy Morrison,11,1,2,1,1,6.5,1,1
Jamie Hoffman,54,5,4,1,2,8.5,2,1
Alexis White,66,6,1,2,2,7.5,2,1
Ashley Frazier,25,2,4,1,2,8.0,2,1
Nathan Williams,44,4,1,1,1,9.5,3,1
Justin Roberson,57,5,4,1,1,10.5,3,1
Brittany Richards,23,2,1,1,3,7.5,2,1
Caleb Brewer,44,4,3,1,1,8.5,2,1
Christopher Blackburn,65,6,1,1,2,7.0,2,1
Krystal Henry,16,1,2,2,1,6.5,1,1
Tyler Parks,31,3,1,2,1,5.0,1,1
Andrea Russell,9,1,1,1,3,8.5,2,1
Sarah Medina,88,8,3,2,3,7.5,2,1
Brian Cameron,28,2,4,2,3,6.0,1,1
Carmen Weiss,10,1,3,1,2,9.0,3,1
Jenna Cannon,50,5,1,2,1,5.0,1,1
Amy Ball,57,5,1,1,1,8.0,2,1
Todd Moreno,40,4,1,1,2,8.5,2,1
Matthew Smith,13,1,3,1,3,9.0,3,1
David Franklin,51,5,4,1,1,7.0,2,1
Andrew Brown,29,2,1,2,3,5.5,1,1
Debbie Carson,48,4,3,1,1,7.5,2,1
Daniel Stewart,44,4,4,3,3,8.5,2,1
Catherine Stewart,8,1,1,2,1,9.0,3,1
Jennifer Turner,27,2,2,2,1,7.0,2,3
Angela Morgan,93,8,4,1,1,9.5,3,1
Tina Jackson,34,3,1,1,2,5.5,1,1
Lisa Newman,54,5,1,2,1,5.0,1,1
James Castillo,30,3,3,1,2,7.5,2,1
Nathan Mercado,79,7,1,1,2,8.0,2,1
Laura Johnson,24,2,1,1,1,6.0,1,1
Kevin Garcia,83,8,1,1,1,6.5,1,1
Lori Burgess,19,1,3,1,3,9.0,3,1
William Roman,20,2,1,1,2,5.5,1,2
Joshua Cunningham,21,2,3,1,3,8.5,2,1
Hayden Garcia,24,2,3,1,2,9.0,3,2
Gregory Freeman,65,6,2,1,1,7.5,2,2
Daniel Nguyen,95,8,1,1,2,6.0,1,1
Jennifer Allen,58,5,2,2,2,8.5,2,2
Ryan Lopez,63,6,2,1,1,6.5,1,1
Colin Grant,8,1,1,1,1,8.0,2,1
Michael Lee Jr.,71,7,3,1,1,7.0,2,1
Mark Williams,79,7,4,1,3,5.5,1,1
Autumn Bray,83,8,3,1,1,7.0,2,1
Jeffrey Hernandez,76,7,2,1,1,7.5,2,1
Philip Graham,85,8,3,1,2,5.5,1,1
Timothy Dickerson,43,4,3,1,3,6.5,1,2
Barbara Booth,29,2,3,1,2,7.0,2,2
Chelsea Carr,25,2,3,1,1,8.5,2,1
Stephanie Leach MD,89,8,2,3,1,7.5,2,2
Jeffrey Green,60,6,2,1,1,7.5,2,3
Kimberly Booker,31,3,2,1,3,7.5,2,1
Vanessa Hill,81,8,4,1,2,4.0,1,1
Wesley Mcbride,45,4,1,1,2,6.0,1,1
Megan Barber,28,2,1,1,3,7.5,2,1
Janice Mendoza,21,2,1,3,2,7.5,2,2
Mark Young,73,7,2,1,1,7.5,2,1
Henry Sanchez,57,5,1,1,1,9.0,3,2
Daniel Lucas,81,8,2,1,1,7.5,2,1
Michael Best,66,6,3,1,2,6.0,1,1
Kimberly Hamilton,31,3,1,2,1,9.5,3,1
Curtis Manning,65,6,2,1,2,5.0,1,2
Cindy Wright,67,6,2,1,1,8.5,2,1
Debbie Gordon,87,8,1,1,1,6.0,1,2
Hannah Castillo,84,8,4,1,1,7.0,2,1
Edward Walker,46,4,3,1,1,6.0,1,1
Robert Stout,29,2,3,2,1,8.0,2,1
Alejandro Brown,70,7,1,1,3,5.5,1,1
Eric Hawkins,41,4,2,1,1,8.0,2,2
Ryan Perkins,67,6,2,1,1,7.5,2,1
Charles Rogers,40,4,1,1,1,7.0,2,1
Stephen Gray,22,2,3,1,3,8.5,2,1
Elizabeth Carpenter,56,5,1,3,2,6.5,1,1
Peter Lindsey,23,2,4,1,2,10.5,3,1
John Kim,30,3,1,2,2,7.0,2,1
Jason Martin,56,5,2,1,1,6.0,1,1
Karen Ellis,46,4,4,1,1,7.0,2,1
Mr. Brian Henry,22,2,1,1,1,5.5,1,1
Jeffrey Juarez,37,3,2,2,1,9.0,3,1
Richard Castillo,42,4,4,1,1,8.0,2,1
Guy Huff,84,8,2,1,2,8.5,2,1
Amy Carter,50,5,1,1,1,7.0,2,2
Norma Clark,42,4,4,1,3,7.0,2,2
Olivia Garcia,53,5,1,1,3,6.0,1,1
Martin Donovan,29,2,2,1,1,9.0,3,1
Carl Smith,93,8,2,1,2,5.5,1,1
Cynthia James,54,5,2,2,3,4.5,1,2
Gregory Smith,58,5,1,1,3,5.5,1,2
Raymond Wallace,20,2,3,1,2,6.5,1,2
Karla Miller,47,4,1,1,1,6.5,1,1
Jon Logan,82,8,4,1,3,9.0,3,1
Grace Stanley,76,7,1,1,3,8.0,2,1
David Walsh,20,2,2,2,1,5.5,1,1
Shane Johnson,21,2,3,2,1,7.5,2,1
Steven Williams,42,4,4,1,3,9.5,3,1
Lisa Jones,56,5,2,2,1,7.0,2,1
Eddie Campbell,46,4,1,1,3,6.5,1,1
Danielle Lee,30,3,1,1,2,7.0,2,1
Diana Wilson,21,2,1,1,1,9.0,3,1
Aaron Hines,62,6,1,1,1,7.5,2,1
Christian Pearson,11,1,2,1,1,8.0,2,1
Peggy Barrett,45,4,4,1,2,7.5,2,1
Sheri Diaz,19,1,3,1,1,7.5,2,1
John Carey,72,7,1,1,2,9.0,3,1
Bethany Johnson,83,8,1,1,1,6.0,1,3
Jeanette Cuevas,65,6,1,2,1,6.5,1,1
Laura Crawford,21,2,1,1,1,6.0,1,2
Travis Aguilar,31,3,1,1,1,9.5,3,1
Jacob Grant,78,7,2,2,1,8.5,2,1
Elizabeth Ferguson,38,3,1,1,3,7.5,2,1
Ashley Valdez,81,8,2,1,3,6.5,1,3
Gary Lee,15,1,4,1,3,9.5,3,1
William Terrell,65,6,1,3,1,9.5,3,1
Justin Reilly,62,6,2,1,1,8.0,2,1
Shawn May,45,4,1,1,3,8.0,2,2
Victoria Boone,35,3,1,2,1,8.5,2,2
Jeffery Lawson,35,3,3,2,1,9.5,3,1
Julie Thomas,32,3,2,1,1,8.0,2,1
Alan Hansen,82,8,1,1,1,6.0,1,3
Rose Howard,24,2,1,2,1,7.5,2,1
Jason King,24,2,1,1,3,7.0,2,2
Rebecca Johnson,53,5,3,2,2,8.5,2,2
Morgan Pena,35,3,1,1,1,8.5,2,1
Jessica Crawford,55,5,2,3,1,8.0,2,1
Alexander Sawyer,88,8,2,1,1,3.5,1,1
Cynthia Grant,64,6,1,1,1,9.0,3,1
Brandon Blanchard,13,1,2,1,2,9.0,3,1
Tara Dalton,33,3,1,1,1,7.5,2,1
Darrell Love,39,3,1,2,2,6.0,1,1
Charles Cruz,46,4,1,1,2,7.5,2,1
Phillip Ramos,12,1,3,1,3,8.5,2,1
Kathleen Herrera,42,4,2,1,1,8.0,2,2
Heather Harper,60,6,1,1,2,7.5,2,2
Kevin Rice,39,3,3,1,3,7.0,2,1
Nathan Lopez,45,4,1,1,1,5.5,1,1
Dylan Estrada,49,4,3,1,3,6.5,1,1
Dana Perry,10,1,2,1,3,7.5,2,1
Patricia Ruiz,31,3,3,2,3,7.5,2,1
Katherine Long,25,2,1,1,1,9.5,3,1
Pamela Davis,18,1,1,1,3,7.5,2,1
Virginia Lynch,73,7,2,1,2,8.0,2,1
Jason Palmer,90,8,2,1,1,6.0,1,1
Ray Johnson,32,3,1,1,1,8.0,2,1
David Andersen,22,2,3,1,1,5.0,1,1
Heather Edwards,30,3,1,1,2,8.0,2,1
Nancy Farmer,97,8,1,3,1,8.0,2,1
Jacqueline Davenport,87,8,2,1,1,5.5,1,1
Christy Harvey,40,4,2,2,1,9.0,3,1
Michael Graham,43,4,2,1,2,7.5,2,1
Ms. Sarah Ford,74,7,2,1,2,5.0,1,1
Thomas Hicks,11,1,4,1,3,10.0,3,1
Angela Cox,25,2,1,1,2,6.0,1,1
Johnathan Berger,17,1,1,1,3,7.5,2,1
Mary Burke,27,2,1,1,2,4.5,1,2
Monica Alvarado,53,5,1,2,2,8.0,2,2
Kevin Smith Jr.,85,8,1,1,1,7.0,2,1
Thomas Luna,71,7,1,1,1,5.5,1,2
Tammy Mills,45,4,1,3,3,7.5,2,1
Melody Buchanan,63,6,3,1,1,7.0,2,1
Norman Andersen,47,4,1,1,3,6.5,1,1
Sara Turner,49,4,2,2,1,6.0,1,1
Bob Ferguson,83,8,1,1,1,6.5,1,1
Richard Rojas,12,1,1,1,1,9.0,3,1
Natalie Harris,72,7,4,2,2,8.5,2,1
Joshua Nolan,21,2,3,1,2,4.5,1,1
Christopher Garcia,15,1,2,1,2,8.0,2,1
Julie Nguyen,25,2,3,1,2,7.5,2,1
Dr. Joshua Smith,72,7,1,1,3,5.0,1,1
Connie Baker,18,1,4,1,3,8.5,2,1
Cody Moon,51,5,1,1,1,7.5,2,1
Andrew Johnston,27,2,1,1,2,10.5,3,2
Kimberly Lawson,76,7,1,1,3,9.5,3,1
Nicholas Taylor DDS,71,7,1,1,1,6.5,1,1
William Robinson,43,4,1,2,1,9.0,3,1
Gregory Roberts,57,5,4,1,2,7.0,2,2
Meredith Keller,43,4,3,1,3,6.5,1,1
Ronnie Marshall,92,8,1,1,3,8.0,2,1
Darrell Martin,24,2,1,1,2,7.5,2,1
Christine House,44,4,2,1,1,8.5,2,1
James Brown,61,6,1,2,1,6.0,1,1
Samantha Garcia,98,8,2,3,2,6.5,1,3
Stephanie Williams,43,4,1,1,1,7.0,2,1
Kaitlyn Chavez,93,8,2,3,1,8.5,2,3
Tina Klein,61,6,2,1,3,5.0,1,2
Leslie Robbins,94,8,1,1,1,6.0,1,1
Stephanie Dunn,13,1,4,1,3,9.0,3,1
Jacob Gray,87,8,1,1,2,8.0,2,1
Taylor Savage,48,4,1,1,1,8.5,2,1
Kevin Randolph MD,76,7,3,1,3,7.5,2,1
Gabriel Smith,46,4,1,2,3,8.0,2,1
Steven Padilla,66,6,1,3,2,7.0,2,2
Scott Davis,71,7,1,1,1,6.0,1,1
Diana Lewis,33,3,1,3,1,7.5,2,2
Ashley Lara,36,3,1,2,3,4.0,1,1
Frederick Nicholson,26,2,1,1,2,6.5,1,3
Trevor Rodriguez,48,4,2,1,2,5.0,1,1
John Graves,38,3,1,1,1,6.5,1,1
Michael Taylor,62,6,3,3,1,8.0,2,1
Kevin Perez,37,3,4,1,1,6.5,1,2
Julia Gonzalez,36,3,3,1,2,8.0,2,1
Mark Watson,35,3,1,2,2,5.5,1,1
Alison Acosta MD,19,1,1,1,2,7.5,2,1
Lisa Young,50,5,1,1,1,10.5,3,1
Emily Short,44,4,1,1,2,7.0,2,2
Brandon Hayes,36,3,3,1,2,6.5,1,1
Angela Tate,43,4,1,1,2,6.5,1,1
Kayla Roberts,32,3,3,1,3,8.0,2,1
Cynthia Brown,15,1,1,1,2,10.5,3,1
Justin Lewis MD,42,4,1,1,3,8.0,2,3
Sara Rodriguez,36,3,1,1,2,8.5,2,1
Tiffany Ferguson,13,1,3,2,1,5.0,1,1
Richard Martinez,28,2,1,1,1,7.0,2,2
Madison Hale,59,5,1,1,1,6.5,1,1
Brandon Lopez,75,7,2,1,1,8.0,2,2
Sheryl Frazier,8,1,1,1,3,7.5,2,1
Jason Bowman,31,3,3,2,2,6.0,1,1
Christopher Brown,69,6,2,1,1,7.5,2,1
Cory Ward,35,3,2,1,2,9.5,3,1
Stephanie Norris,49,4,1,1,1,3.5,1,1
Bobby Sparks,85,8,1,2,3,4.5,1,1
Robert Dickerson,32,3,3,1,1,8.5,2,3
Angela Black,68,6,1,2,2,6.5,1,1
Alexis Greer,57,5,1,1,1,7.5,2,3
Robert Wood,84,8,1,1,3,7.5,2,1
Thomas Valdez,52,5,1,2,3,7.5,2,2
Jeffrey White DDS,75,7,3,1,1,9.5,3,2
Whitney Koch,46,4,1,1,3,8.5,2,3
Mr. Daryl Morgan,62,6,1,1,1,4.5,1,1
Andrea Jackson,21,2,1,2,1,9.5,3,2
Heather Johnson,56,5,1,1,2,6.0,1,1
Ryan Davis,95,8,1,1,1,4.5,1,1
Connor Graham,71,7,4,1,2,5.0,1,1
Steven Butler,11,1,2,1,1,9.0,3,1
Sean Obrien,49,4,1,1,2,7.0,2,2
Brandi Skinner,35,3,4,1,2,8.0,2,1
Roger Huffman,28,2,1,1,3,6.5,1,1
Sarah Hunter,47,4,1,1,3,3.5,1,1
Marvin Liu DDS,38,3,1,1,1,8.5,2,1
Kristina Cohen,31,3,2,1,2,6.0,1,1
Katherine Love,21,2,1,1,2,4.5,1,1
Curtis Pitts,67,6,1,1,2,9.5,3,2
Dana Hobbs,15,1,2,1,1,8.0,2,1
Brittany Jackson,51,5,2,2,2,6.0,1,1
Lisa Scott,72,7,1,2,2,7.0,2,2
